slope_height,slope_angle,slope_length,surface_roughness,slope_profile,block_size,block_mass,block_shape,material_strength,restitution_normal,restitution_tangential,friction_coefficient,moisture_content,freeze_thaw_cycles,vegetation_cover,temperature_variation,seismic_activity,release_point_height,initial_velocity,initial_angle,runout_distance,impact_velocity,kinetic_energy,bounce_height,lateral_dispersion,num_bounces,rockfall_frequency,block_volume_distribution,historical_runout,risk_level,probability
29.970833434578037,20.202174664182028,54.67981119185369,0.6438695899422298,2.0,0.5722652035985374,1463.448585010949,2.0,73.81081081522441,0.25138671423031683,0.3051719444547326,0.6042079726587412,9.5562757434322,1.0,56.223061180807264,6.635466938075346,0.1690884823536044,0.3607950091846567,0.3131876305632906,6.4396234408773845,53.63876190676269,3.00892977338577,6624.781773545931,1.2549801650749073,5.294691828461255,9.0,1.279010538322621,0.36419480409685934,0.36593436339462365,Low,0.21879604403804298
31.636129367245218,39.31768005563524,35.70259557127775,0.5366441508747615,3.0,0.15371650207286217,345.1565912592381,2.0,82.6250184235786,0.14276619086846784,0.3999873233828715,0.5660008636754833,11.497856429344377,9.0,78.37636941105193,7.1904467091870705,0.27998567807318075,0.3702130644339964,0.5741793869051364,9.47346220809908,22.600359313603892,3.5541091886086518,2179.955897773343,1.0523679658599847,6.041617775008211,8.0,2.896063729930672,0.2640736336536864,0.3697838668179429,Low,0.09436745685457248
49.00753763786225,53.62330643903486,108.27903176939058,0.35467382657714625,2.0,1.7832717469987944,4419.4308463885245,2.0,40.524067829408786,0.5713734374230768,0.7781486346369553,0.44154072987050996,24.345378430741814,8.0,41.56497811361476,13.129219269461466,0.40555122475755256,0.7054586392025709,2.7416821433693026,8.884467493144683,75.55505322538693,15.331204537618381,519384.40139694593,2.507688021717871,12.613812444484978,5.0,2.5486610477097114,0.6669998545054348,0.6171412894925518,Medium,0.5518433487391757
15.54756498403438,41.98435526414558,52.154381032937756,0.7291500329534357,2.0,0.11614375543429958,297.874111214738,2.0,103.72306941790416,0.10570180668170046,0.5513342165302669,0.6168344879135386,1.815699625118179,6.0,85.19367553809319,7.3818652284362125,0.1917666913920366,0.3712951965751289,0.8327440789382851,5.747245178096544,32.92841537502686,7.032236090321739,7365.286572289185,2.22542772396649,5.141841909964195,8.0,1.8338377442697913,0.4396670761229051,0.5473515050392976,Low,0.1951693981193598
12.578820033355115,23.163377832599437,58.329580818355794,0.7242806691843795,2.0,0.363103772511011,827.8724076081687,2.0,111.54760741913398,0.3482500371292062,0.516510732859891,0.650662124515871,9.83449310949116,3.0,63.185289191130344,4.071102278772275,0.023282628140390615,0.34819740892675105,0.22769278997216658,7.896134245864307,38.1768075045097,9.59525768062712,38110.679912415195,1.8333134792777988,5.163487371606475,10.0,1.6378656079242535,0.31052318909871646,0.532925815434092,Low,0.08087663560965877
26.48182200326349,26.374805732016085,40.43207512581492,0.6672746586614696,2.0,0.48978486410624655,1174.5767309491252,2.0,108.28718560104778,0.3173851575121438,0.5485299338028073,0.6674296983935009,0.7569405761899306,5.0,83.33943981608863,4.8549596604123995,0.1638356664124186,0.3569652138471706,0.3385571981621478,4.615392096747785,22.080432523585955,4.181529878071784,10268.849900872374,3.3885281983126956,6.894733617791966,8.0,2.278115808600723,0.232227810558229,0.44169010449691903,Low,0.029405569075783553
35.06322092040165,48.664487841511274,70.02472441421668,0.36891756392654573,2.0,1.9755257685055776,4680.115686628565,1.0,42.96503982016509,0.5304961543367231,0.7855871196033828,0.4499651390430244,16.874985065232057,19.0,29.487731397962584,17.570694400888293,0.3546433568633962,0.7139638302851321,1.578649961225486,9.968530680129682,80.63032632667566,14.63396876592131,501130.50523189123,3.385548240553752,11.4952245316376,9.0,4.776633208419495,0.6664838938195066,0.7841975124628847,Medium,0.4744864222064335
99.91873779904307,83.39852883616024,120.29842659312628,0.1804271008770271,1.0,4.233462032044855,11178.860369549928,1.0,27.308348128966962,0.6586011281682256,0.8071893185084853,0.14397917349909933,32.09120784524835,19.0,17.846293570259956,15.683011406293266,0.6407459482351939,0.9741676805149195,3.883402002592499,16.573835523188936,133.29791371905742,23.911420885055144,3195790.517167605,8.357221349115326,16.63331417504035,5.0,5.809032199791847,0.8565315313323281,0.9389178949963483,High,0.7375596418983059
21.847223660959777,24.86839489283535,67.2774924501206,0.7416929993889371,3.0,0.1274916946570646,308.4261855546821,2.0,98.35434764779598,0.15410037069608903,0.4397550043416424,0.6818325482490412,11.494652160475448,6.0,82.70451014875432,4.076029347355277,0.26325993403960635,0.38331257078189895,0.14827602097976078,1.753792377111747,21.5427993129571,7.997385828079749,9863.188759035907,1.303905800794807,2.018680035929306,12.0,1.6907672416363593,0.2254409262241151,0.43557114777630984,Low,0.04362365746436998
18.4202964653617,41.6286483571856,35.63809252514553,0.6624038381598337,3.0,0.5527551242859305,1404.0014386770547,2.0,87.59104492511273,0.3433286262690106,0.4266132896994733,0.732483281688422,2.297203515528175,6.0,73.09652947404985,4.845692941313475,0.06909196237200378,0.4683894419137659,0.8431253293859536,8.497536718364099,59.52022473629022,5.360150002122933,20169.328715236334,3.0377513451379006,3.3551598506421785,11.0,2.281631388317341,0.49360974822226067,0.6801404819113673,Low,0.2893596294107652
